"x","y","z","SVG_1","SVG_2","SVG_3","SVG_4","SVG_5","SVG_6","SVG_7","SVG_8","SVG_9","SVG_10"
12.7149090599269,13.3522571003996,1,24,1,13,18,8,2,18,8,1,26
2.82354703452438,4.75970884785056,1,5,20,8,11,4,21,7,13,17,21
12.5774555895478,3.67463754164055,1,48,21,3,14,26,11,2,4,13,9
13.2254537604749,2.3163550645113,1,12,22,37,46,12,11,23,14,3,1
9.25116909481585,4.51035279268399,1,13,5,5,24,16,11,4,4,2,24
8.80759661458433,7.14175289170817,1,12,17,15,6,29,8,14,7,7,56
0.865007786545902,12.9355585989542,1,32,41,49,29,37,30,37,48,38,36
2.88364404859021,7.15343577694148,1,10,11,15,32,2,45,5,6,12,28
2.47179453540593,3.60669765155762,1,19,26,9,23,24,3,9,23,13,8
9.61831985320896,0.650452417321503,1,9,5,1,14,0,0,7,29,2,12
5.37745205499232,5.84998761676252,1,23,10,41,18,8,17,26,38,13,19
10.7777798799798,11.9560210318305,1,10,21,6,7,14,25,0,24,7,2
6.96778938919306,4.86122948816046,1,26,16,10,13,8,43,0,10,0,19
10.0466591157019,1.84019248746336,1,15,38,7,9,10,1,7,10,15,13
13.8866853276268,5.24281610362232,1,16,20,3,6,8,37,1,19,27,21
5.32049251208082,8.83988319756463,1,50,21,24,4,3,4,7,26,14,13
10.8842330984771,5.46110507147387,1,22,5,13,31,8,17,10,16,9,26
13.0858732354827,9.65478988317773,1,24,8,11,11,18,64,34,18,3,11
2.96999529795721,9.65178777463734,1,39,55,32,36,93,93,29,115,41,39
9.12343272520229,7.76860872423276,1,0,1,14,0,36,2,23,13,13,0
1.75777134345844,6.01474170899019,1,6,10,16,28,20,6,4,4,9,25
3.74108936218545,6.33808087930083,1,22,6,2,37,0,9,2,16,25,8
5.4055972956121,4.2902056244202,1,77,10,10,3,20,25,4,22,4,5
0.187464664224535,8.09695521602407,1,3,6,4,23,20,9,1,100,5,8
5.35343139898032,12.7451842594892,1,1,57,0,42,12,6,35,10,10,22
12.1756718400866,1.99645714974031,1,0,3,6,24,19,13,56,4,0,4
4.76488595362753,5.81066675437614,1,4,10,1,2,2,0,101,22,4,8
6.74912161659449,2.95296050934121,1,0,47,8,5,62,29,10,14,19,21
8.39392155595124,6.00250519206747,1,2,11,19,18,72,24,10,5,4,14
6.90957829868421,1.85765965282917,1,5,24,5,47,21,1,21,44,16,16
2.60704641975462,6.44135024212301,1,5,38,10,47,6,7,3,49,11,0
11.5832264604978,13.2013988294639,1,18,30,11,18,9,59,5,28,23,9
9.3585343346931,10.667634062469,1,16,0,18,31,23,7,2,5,5,10
11.1193580501713,13.0607376038097,1,6,12,6,1,0,11,14,23,1,15
1.51121076242998,6.58949896600097,1,14,43,2,6,7,7,8,12,38,10
10.1319532445632,8.4502329477109,1,20,16,1,23,19,8,9,12,28,15
5.75784201500937,6.7898555281572,1,1,7,5,16,18,12,7,0,7,14
11.493248117622,1.52328843111172,1,5,12,49,1,19,7,30,6,9,4
9.05884271347895,3.46817566175014,1,0,17,0,4,22,3,5,22,9,5
10.9610586720519,6.97920343000442,1,6,11,12,8,31,16,9,19,5,14
7.7425083629787,5.22013391321525,1,10,18,34,4,11,55,21,21,5,11
7.4160741227679,13.0856791832484,1,2,11,1,5,0,45,5,27,1,0
11.0509872436523,7.33580509014428,1,5,2,0,6,14,18,16,8,5,39
0.326636832673103,4.44002540362999,1,3,24,0,14,8,10,13,0,40,5
6.68122091051191,3.89152441266924,1,17,4,12,16,38,11,6,9,12,0
10.2523923413828,11.0255671082996,1,3,26,20,36,8,17,15,15,8,6
9.69824179075658,9.83447517547756,1,11,11,7,11,22,27,27,12,10,22
6.68667470989749,2.31038694130257,1,0,12,4,14,59,13,10,8,10,14
12.0569326756522,0.902405542787164,1,51,19,21,14,3,27,70,6,9,3
6.13335950113833,10.5658787027933,1,9,5,9,19,5,22,14,12,8,9
3.42716187844053,8.68574046250433,1,63,36,44,29,29,34,35,29,57,37
0.989506660029292,2.37407473335043,1,3,12,7,14,8,26,13,0,15,28
1.39252624241635,0.870996732264757,1,1,2,17,19,1,6,2,0,7,3
4.4278039005585,1.52640976058319,1,24,22,51,12,15,15,9,5,9,0
7.26087968470529,5.34402892412618,1,24,141,66,0,12,0,7,1,5,6
9.26807106984779,2.37035280419514,1,101,12,14,3,1,11,18,0,25,5
5.69562262063846,4.18113558879122,1,53,11,21,29,27,4,15,21,14,93
12.7802629396319,2.69093349063769,1,29,7,0,0,36,1,18,0,36,2
4.11044721864164,3.6003802982159,1,5,12,23,16,8,17,4,3,44,41
6.42692016763613,2.53724551945925,1,11,5,6,0,35,10,15,16,28,6
4.65352543862537,6.6823919354938,1,12,39,2,9,25,6,23,18,9,13
9.11218653898686,10.7903186003678,1,11,21,56,7,11,11,1,23,0,0
3.61223493004218,0.389019713737071,1,11,13,1,6,6,15,4,0,7,14
6.69963347585872,7.3823508778587,1,3,25,19,24,5,26,9,19,42,25
10.7283493890427,12.3244669646956,1,9,42,10,21,10,62,36,4,25,18
1.17945680115372,5.22288720775396,1,4,15,25,12,23,5,2,5,15,2
12.2544986205176,0.671427843160927,1,19,0,1,20,43,6,9,8,34,14
4.7470211298205,1.94079545419663,1,1,15,0,9,12,17,33,17,13,11
11.7521649026312,4.50088968547061,1,16,8,14,9,11,11,6,9,9,22
4.85356884822249,2.16764255845919,1,12,17,46,4,3,29,12,2,12,29
4.67284903116524,1.85119441011921,1,10,0,3,17,59,25,8,1,7,11
6.66891743103042,3.0982829881832,1,9,13,0,13,30,39,14,33,38,21
12.4907767018303,3.16933114640415,1,0,7,7,24,8,16,3,27,40,2
12.1007525888272,1.83983147377148,1,20,52,15,10,12,15,14,10,7,6
5.45985360862687,13.741888444405,1,2,0,0,24,6,28,8,19,16,4
10.8824897836894,4.57819217536598,1,21,18,1,12,14,9,15,8,12,3
13.4486519610509,7.09715295908973,1,21,28,1,6,16,56,30,0,2,30
6.08523278683424,9.54019520664588,1,0,50,11,8,10,14,20,33,1,8
9.97520550200716,1.38836744474247,1,8,20,30,2,12,11,19,15,6,5
5.59992116456851,1.66463581519201,1,27,8,0,18,6,0,20,6,37,25
4.55493012629449,0.706155233085155,1,7,13,19,2,26,10,19,0,32,10
10.5992200723849,13.0095548764803,1,14,10,19,14,14,0,29,17,10,24
2.83769157202914,9.43197125988081,1,29,36,45,30,55,29,39,32,44,60
9.95569711457938,1.32800997653976,1,8,1,21,23,12,16,3,6,16,9
1.70368689438328,6.89634569128975,1,14,3,25,4,41,19,17,3,6,46
3.436839195434,6.46172576909885,1,28,14,19,10,65,21,39,25,26,0
2.00626131193712,5.25303143216297,1,20,26,2,20,9,20,4,28,10,5
3.35481181135401,13.8753890735097,1,40,63,35,39,33,34,43,37,29,32
0.825081281829625,2.46890999190509,1,0,5,15,22,0,15,6,44,13,16
8.99203561944887,11.3880929192528,1,18,4,9,13,11,14,3,0,26,25
12.2677689776756,0.958252919837832,1,11,18,4,10,19,26,10,6,10,18
10.9048054842278,5.60629645455629,1,11,4,21,10,29,5,2,5,9,24
11.1623235624284,1.9760205601342,1,20,19,26,2,11,20,4,3,31,30
6.37384235067293,2.70633807359263,1,4,30,29,35,2,3,15,8,6,23
5.74117714865133,11.7789240349084,1,22,0,4,10,6,1,17,3,18,6
11.3521833987907,10.0787958372384,1,7,10,31,8,16,10,4,17,11,16
8.46906606387347,3.74096916336566,1,1,20,9,17,21,4,21,7,30,21
9.16613499308005,6.93002302758396,1,8,3,12,15,25,0,19,0,23,35
4.94476180709898,1.16359456954524,1,0,2,15,28,28,10,1,25,8,28
3.78364204242826,4.95437936857343,1,18,8,17,8,4,17,14,5,2,10
13.8975768564269,13.5689232749864,1,7,3,3,7,35,3,5,2,13,7
8.86890570214018,8.74599865544587,1,22,8,7,12,14,4,18,17,9,0
2.98491389304399,9.30465549649671,1,46,29,59,30,50,34,65,54,37,74
1.81121287308633,4.37485519098118,1,22,10,5,2,11,24,22,0,10,0
6.69365248037502,5.67965457821265,1,4,12,1,19,35,30,6,10,7,11
12.9370425776578,13.9450832013972,1,9,7,13,47,49,7,7,40,11,13
8.38265354000032,11.9711529891938,1,23,18,7,24,7,11,3,16,18,10
13.6663897288963,13.3496775440872,1,12,15,13,2,14,26,6,22,20,10
10.2450951663777,11.3722712928429,1,19,14,20,2,32,30,11,5,8,7
4.99417676916346,10.9505496216007,1,2,4,3,2,18,23,0,1,5,24
6.04063166771084,3.75029380479828,1,16,4,5,15,13,11,0,0,9,4
2.07496184948832,10.6701214136556,1,29,31,36,33,29,29,36,30,43,30
0.183086056727916,13.808362247888,1,30,31,31,35,29,53,44,39,36,33
10.0179249253124,4.11047768639401,1,11,12,17,15,4,19,12,41,4,32
1.44457930047065,5.59091549739242,1,13,10,10,5,4,14,8,27,11,4
6.24798088055104,11.3698413339444,1,21,7,12,48,33,18,16,5,8,11
8.9614146319218,1.08012336865067,1,16,8,22,48,22,7,0,14,10,4
13.8857406806201,5.09175533801317,1,36,16,11,14,14,0,10,0,6,24
6.93831008998677,6.19629454053938,1,4,22,13,4,24,9,14,0,17,2
6.78089334117249,2.19399785529822,1,39,26,1,15,12,21,21,9,5,4
2.42819268815219,8.15087378257886,1,37,40,56,41,36,31,62,56,38,30
10.5674932231195,13.5822705039755,1,9,8,21,0,0,5,7,3,27,1
6.35453684907407,13.8529976680875,1,21,23,1,12,26,13,7,34,8,31
